CpuTime, PID, StartingBurstTime, EndingBurstTime, CompletionTime
9094,13,475,435,0
9137,14,284,244,0
9180,15,109,69,0
9223,1,65,25,0
9266,2,452,412,0
9309,3,472,432,0
9352,4,113,73,0
9395,5,307,267,0
9438,8,95,55,0
9481,9,175,135,0
9524,10,182,142,0
9567,11,422,382,0
9610,12,449,409,0
9653,13,435,395,0
9696,14,244,204,0
9739,15,69,29,0
9782,1,25,0,9807
9810,2,412,372,0
9853,3,432,392,0
9896,4,73,33,0
9939,5,267,227,0
9982,8,55,15,0
10025,9,135,95,0
10068,10,142,102,0
10111,11,382,342,0
10154,12,409,369,0
10197,13,395,355,0
10240,14,204,164,0
10283,15,29,0,10312
10315,2,372,332,0
10358,3,392,352,0
10401,4,33,0,10434
10437,5,227,187,0
10480,8,15,0,10495
10498,9,95,55,0
10541,10,102,62,0
10584,11,342,302,0
10627,12,369,329,0
10670,13,355,315,0
10713,14,164,124,0
10756,2,332,292,0
10799,3,352,312,0
10842,5,187,147,0
10885,9,55,15,0
10928,10,62,22,0
10971,11,302,262,0
11014,12,329,289,0
11057,13,315,275,0
11100,14,124,84,0
11143,2,292,252,0
11186,3,312,272,0
11229,5,147,107,0
11272,9,15,0,11287
11290,10,22,0,11312
11315,11,262,222,0
11358,12,289,249,0
11401,13,275,235,0
11444,14,84,44,0
11487,2,252,212,0
11530,3,272,232,0
11573,5,107,67,0
11616,11,222,182,0
11659,12,249,209,0
11702,13,235,195,0
11745,14,44,4,0
11788,2,212,172,0
11831,3,232,192,0
11874,5,67,27,0
11917,11,182,142,0
11960,12,209,169,0
12003,13,195,155,0
12046,14,4,0,12050
12053,2,172,132,0
12096,3,192,152,0
12139,5,27,0,12166
12169,11,142,102,0
12212,12,169,129,0
12255,13,155,115,0
12298,2,132,92,0
12341,3,152,112,0
12384,11,102,62,0
12427,12,129,89,0
12470,13,115,75,0
12513,2,92,52,0
12556,3,112,72,0
12599,11,62,22,0
12642,12,89,49,0
12685,13,75,35,0
12728,2,52,12,0
12771,3,72,32,0
12814,11,22,0,12836
12839,12,49,9,0
12882,13,35,0,12917
12920,2,12,0,12932
12935,3,32,0,12967
12970,12,9,0,12979
